ticket_id,account_id,account_segment,region,tenure_months,account_contract_value,created_at,resolved_at,priority,issue_type,channel,team,first_response_minutes,resolution_minutes,satisfaction_score,reopened,response_sla_met,resolution_sla_met,churned,churn_window_flag,churn_90d
TCK-20748,ACCT-0271,midmarket,North America,6,10883,22-May-2025 09:19,05/22/2025 12:21,medium,onboarding,webform,BILLING,87.6,183.0,3.0,False,True,True,True,True,True
TCK-10680,ACCT-0523,enterprise,EMEA,34,183110,04/21/2025 08:49,2025/04/21 15:15:46,medium,usability,email,core_support,275.6,386.8,4.0,False,False,True,False,False,False
TCK-21408,ACCT-1151,midmarket,EMEA,16,15524,09/25/2025 13:09,09/25/2025 19:22,medium,onboarding,email,core_support,71.4,373.8,,False,True,True,False,False,False
TCK-13867,ACCT-0736,midmarket,North America,18,45376,02/23/2025 09:52,2025/02/24 01:36:17,high,integration,email,integrations,67.8,944.3,3.0,True,True,False,False,False,False
TCK-18455,ACCT-0119,midmarket,North America,28,37948,04/02/2025 08:22,2025/04/02 11:58:07,medium,integration,chat,integrations,105.0,216.1,,False,True,True,False,False,False
TCK-16295,ACCT-1266,smb,North America,18,5722,2025/09/26 07:19:00,09/26/2025 13:30,medium,onboarding,email,integrations,39.6,371.1,4.0,False,True,True,False,False,False
TCK-10755,ACCT-0943,midmarket,EMEA,20,22315,08/07/2025 18:25,2025/08/08 02:20:33,high,usability,webForm,integrations,218.9,475.6,2.0,False,False,True,False,False,False
TCK-10409,ACCT-0127,midmarket,North America,45,26487,2025/03/28 10:38:00,03/28/2025 17:47,High,product_bug,email,integrations,12.7,429.6,3.0,False,True,True,False,False,False
TCK-19746,ACCT-0483,smb,North America,30,6014,2025/02/02 12:52:00,02/03/2025 01:00,high,usability,chat,billing,85.0,728.9,4.0,False,True,False,False,False,False
TCK-18728,ACCT-1088,smb,APAC,35,2856,21-Apr-2025 11:29,04/21/2025 21:52,medium,usability,email,integrations,0.5,623.7,4.0,False,True,True,True,False,False
TCK-15030,ACCT-0894,smb,North America,6,3856,2025/10/12 16:28:00,10/12/2025 21:18,medium,product_bug,webform,billing,1.4,290.0,3.0,False,True,True,False,False,False
TCK-12979,ACCT-0848,enterprise,North America,17,180819,2025/03/08 22:00:00,03/08/2025 23:14,medium,onboarding,chat,core_support,11.2,74.0,4.0,True,True,True,True,True,True
TCK-17387,ACCT-1069,smb,North America,34,2440,2025/06/17 10:36:00,17-Jun-2025 15:19,medium,integration,email,core_support,113.4,283.1,3.0,False,True,True,False,False,False
TCK-12025,ACCT-1022,smb,North America,10,6599,2025/07/31 09:28:00,07/31/2025 16:12,high,usability,email,billing,190.5,404.9,4.0,False,False,True,True,True,True
TCK-18456,ACCT-0013,midmarket,EMEA,29,9919,01/24/2025 01:37,01/24/2025 03:29,low,billling,chat,core_support,45.2,113.0,3.0,False,True,True,False,False,False
TCK-17576,ACCT-1065,smb,north america,13,3997,03/30/2025 15:19,2025/03/31 00:58:03,low,feature_request,chat,core_support,12.1,579.1,4.0,True,True,True,False,False,False
TCK-12538,ACCT-0924,midmarket,North America,27,29791,11-Jul-2025 12:57,07/11/2025 16:19,low,product_bug,email,billing,20.5,202.5,3.0,False,True,True,False,False,False
TCK-12384,ACCT-1126,smb,North America,19,3608,2025/02/19 12:03:00,02/20/2025 04:49,medium,product_bug,chat,integrations,,1006.0,,False,True,False,False,False,False
TCK-10165,ACCT-1120,smb,EMEA,24,5048,07/08/2025 14:23,07/09/2025 01:35,high,onboarding,email,core_support,34.5,672.3,3.0,False,True,False,False,False,False
TCK-18772,ACCT-1239,enterprise,North America,15,158612,25-Aug-2025 16:17,08/26/2025 00:56,medium,onboarding,phone,core_support,113.9,519.8,3.0,False,True,True,False,False,False
TCK-20915,ACCT-0998,smb,APAC,33,3953,05/25/2025 16:43,26-May-2025 03:42,high,onboarding,webform,premium_support,182.4,659.8,3.0,False,False,False,True,True,True
TCK-10947,ACCT-1310,midmarket,EMEA,37,21268,06/07/2025 16:49,2025/06/07 21:39:27,medium,integration,phone,billing,125.6,290.5,3.0,False,True,True,False,False,False
TCK-10852,ACCT-0100,smb,N.A.,3,6921,05/04/2025 12:53,2025/05/04 17:14:24,medium,feature_request,chat,BILLING,82.0,261.4,4.0,False,True,True,False,False,False
TCK-17192,ACCT-0622,smb,EMEA,44,4589,08/28/2025 22:04,08/29/2025 00:17,medium,product_bug,chat,BILLING,66.0,133.8,4.0,False,True,True,False,False,False
TCK-19648,ACCT-0756,MidMarket,EMEA,30,31775,2025/06/02 09:24:00,2025/06/02 15:49:48,high,onboarding,email,core_support,140.2,385.8,,False,False,True,False,False,False
TCK-19015,ACCT-0404,midmarket,north america,22,25312,09/17/2025 12:01,09/17/2025 16:29,Medium,onboarding,webform,core_support,19.4,268.2,4.0,False,True,True,False,False,False
TCK-19141,ACCT-0996,smb,APAC,5,6184,08/22/2025 22:59,08/23/2025 01:17,medium,feature_request,email ,billing,6.2,138.5,3.0,False,True,True,False,False,False
TCK-12156,ACCT-0470,enterprise,APAC,44,161735,09/29/2025 11:33,09/29/2025 15:09,medium,integration,email,core_support,165.5,216.9,4.0,False,True,True,False,False,False
TCK-10915,ACCT-0147,midmarket,North America,42,43939,08/19/2025 16:39,08/19/2025 16:44,medium,usability,webform,core_support,1.9,5.4,,False,True,True,False,False,False
TCK-16470,ACCT-0803,smb,North America,22,6622,06/13/2025 20:50,2025/06/13 22:10:58,high,integration,webform,integrations,25.2,,4.0,False,True,True,False,False,False
TCK-14957,ACCT-0500,enterprise,North America,36,73315,10/06/2025 17:56,2025/10/07 17:56:06,medium,integration,email,core_support,220.8,1440.1,4.0,False,False,False,False,False,False
TCK-20186,ACCT-0737,smb,APAC,7,7239,2025/08/09 13:59:00,2025/08/09 16:33:07,high,billing,chat,billing,31.5,154.1,4.0,False,True,True,True,True,True
TCK-17798,ACCT-0043,smb,North America,41,5233,07/08/2025 18:59,2025/07/09 04:30:37,high,billing,phone,billing,235.8,571.6,,False,False,False,True,True,True
TCK-18595,ACCT-1053,enterprise,North America,17,81171,04/28/2025 15:56,04/28/2025 21:30,medium,usability,email,integrations,47.5,334.2,5.0,False,True,True,False,False,False
TCK-16950,ACCT-0092,MidMarket,APAC,43,10136,04-Mar-2025 00:27,04-Mar-2025 09:22,medium,product_bug,email,integrations,58.2,535.3,3.0,False,True,True,True,False,False
TCK-20230,ACCT-0777,smb,APAC,7,4327,10-Jun-2025 17:45,06/11/2025 02:10,urgent,onboarding,chat,billing,86.3,505.6,4.0,False,False,False,False,False,False
TCK-19722,ACCT-0743,midmarket,EMEA,31,23962,24-Apr-2025 18:00,04/24/2025 21:42,urgent,Usability,chat,core_support,12.1,222.0,4.0,False,True,True,True,True,True
TCK-15317,ACCT-0167,smb,North America,5,6482,23-Jun-2025 09:01,23-Jun-2025 14:00,high,feature_request,email,Integrations,94.5,299.7,3.0,False,True,True,False,False,False
TCK-14467,ACCT-0010,midmarket,EMEA,21,24865,2025/05/20 14:13:00,2025/05/20 17:43:35,urgent,product_bug,chat,premium_support,192.9,210.6,3.0,False,False,True,True,True,True
TCK-16242,ACCT-1106,smb,APAC,4,6508,10/14/2025 13:12,10/14/2025 16:28,High,onboarding,webform,core_support,159.8,196.4,3.0,False,True,True,True,True,True
TCK-16791,ACCT-1433,smb,North America,36,3478,01/27/2025 11:24,27-Jan-2025 12:51,medium,product_bug,phone,billing,45.4,87.4,3.0,False,True,True,False,False,False
TCK-11867,ACCT-0233,smb,APAC,37,6240,2025/10/06 15:17:00,10/06/2025 21:11,medium,integration,chat,core_support,113.8,354.5,,True,True,True,False,False,False
TCK-15626,ACCT-1062,enterprise,APAC,3,148743,23-Sep-2025 21:31,09/24/2025 07:25,high,integration,email,core_support,153.3,594.5,3.0,False,False,False,False,False,False
TCK-11714,ACCT-1275,smb,EMEA,16,3755,06/01/2025 18:34,02-Jun-2025 00:17,medium,integration,chat,core_support,16.6,343.5,3.0,False,True,True,False,False,False
TCK-12225,ACCT-0826,enterprise,APAC,31,180756,02/07/2025 18:42,02/07/2025 20:16,high,billing,chat,billing,46.1,94.0,3.0,True,True,True,False,False,False
TCK-16238,ACCT-1226,midmarket,North America,31,37159,2025/09/27 09:15:00,28-Sep-2025 06:00,high,usability,email,integrations,435.3,1245.8,3.0,False,False,False,False,False,False
TCK-10735,ACCT-0094,smb,North America,4,3737,07/30/2025 15:54,07/30/2025 19:19,medium,integration,chat,core_support,55.8,205.0,4.0,False,True,True,False,False,False
TCK-21794,ACCT-0437,smb,APAC,7,2889,05/30/2025 10:16,2025/05/30 15:11:11,medium,feature_request,chat,Integrations,48.1,295.2,4.0,True,True,True,False,False,False
TCK-14351,ACCT-0109,smb,North America,8,6627,07/08/2025 11:56,07/08/2025 19:45,medium,feature_request,email,billing,33.0,469.9,3.0,False,True,True,False,False,False
TCK-19430,ACCT-1238,smb,APAC,28,2438,2025/10/12 11:21:00,10/12/2025 21:59,medium,usability,chat,billing,66.8,638.2,3.0,False,True,True,False,False,False
TCK-19778,ACCT-0109,smb,Apac,8,6627,08/23/2025 16:40,08/23/2025 19:16,medium,feature_request,webform,core_support,64.0,156.6,3.0,False,True,True,False,False,False
TCK-12841,ACCT-1117,smb,APAC,40,7189,04-Oct-2025 10:30,10/04/2025 19:57,low,integration,chat,core_support,14.7,567.5,4.0,False,True,True,False,False,False
TCK-21775,ACCT-0467,smb,North America,19,7182,2025/10/01 15:42:00,2025/10/01 18:09:52,medium,integration,email,core_support,69.5,147.9,4.0,False,True,True,False,False,False
TCK-16314,ACCT-0935,smb,Apac,19,7348,05/16/2025 11:27,2025/05/16 15:34:30,low,billing,email,premium_support,35.5,247.5,4.0,False,True,True,False,False,False
TCK-16160,ACCT-0161,smb,North America,4,6436,24-Sep-2025 22:02,09/25/2025 05:57,medium,onboarding,chat,core_support,138.2,475.1,4.0,False,True,True,False,False,False
TCK-14579,ACCT-0797,enterprise,APAC,22,100496,04/04/2025 14:20,04/05/2025 03:35,high,billing,chat,billing,27.3,795.8,3.0,False,True,False,False,False,False
TCK-20828,ACCT-0666,smb,North America,17,1626,10/15/2025 08:35,15-Oct-2025 13:02,medium,usability,email,Core Support,150.3,267.6,3.0,False,True,True,False,False,False
TCK-15104,ACCT-1273,midmarket,North America,40,24494,03/17/2025 19:00,2025/03/17 20:28:26,high,integration,phone,core_support,63.0,88.4,3.0,False,True,True,True,True,True
TCK-10729,ACCT-0469,smb,North America,34,5006,07/28/2025 08:38,07/28/2025 15:11,medium,billing,webform,billing,5.9,393.9,4.0,False,True,True,False,False,False
TCK-15331,ACCT-0797,enterprise,APAC,22,100496,08/11/2025 04:57,08/11/2025 07:03,high,product_bug,chat,core_support,65.9,126.0,4.0,False,True,True,False,False,False
TCK-19942,ACCT-0511,midmarket,North America,28,24782,26-Jul-2025 09:30,26-Jul-2025 16:08,medium,integration,chat,billing,104.4,398.6,,False,True,True,False,False,False
TCK-15409,ACCT-0957,smb,North America,27,5886,2025/08/14 14:50:00,08/14/2025 20:31,medium,onboarding,email,core_support,89.1,341.3,,False,True,True,False,False,False
TCK-15928,ACCT-1243,midmarket,EMEA,11,14544,07/17/2025 11:23,07/17/2025 16:33,medium,feature_request,phone,integrations,55.6,310.1,3.0,False,True,True,False,False,False
TCK-15528,ACCT-0398,smb,APAC,12,6912,07/15/2025 14:47,07/15/2025 23:37,low,product_bug,email,core_support,42.0,530.4,5.0,False,True,True,False,False,False
TCK-10565,ACCT-1420,enterprise,North America,16,131933,03-Oct-2025 09:08,10/04/2025 02:53,high,usability,email,core_support,14.7,1065.5,5.0,False,True,False,False,False,False
TCK-11380,ACCT-0136,smb,EMEA,31,7298,03/11/2025 14:00,12-Mar-2025 00:16,medium,onboarding,chat,integrations,155.5,616.8,4.0,False,True,True,True,False,False
TCK-15498,ACCT-0572,midmarket,North America,5,25156,12-Feb-2025 11:16,2025/02/13 04:47:46,medium,integration,email,integrations,52.9,1051.8,4.0,False,True,False,False,False,False
TCK-20938,ACCT-0627,SMB,North America,42,6398,03/31/2025 13:05,04/01/2025 05:37,medium,billing,webform,core_support,349.8,992.9,3.0,False,False,False,False,False,False
TCK-15871,ACCT-0826,enterprise,north america,31,180756,07/10/2025 09:41,2025/07/10 13:28:06,low,billing,chat,core_support,24.5,227.1,4.0,False,True,True,False,False,False
TCK-20354,ACCT-1063,midmarket,North America,46,27224,09/15/2025 17:02,09/15/2025 22:15,medium,billing,phone,premium_support,107.9,313.8,4.0,False,True,True,False,False,False
TCK-19618,ACCT-0154,smb,EMEA,12,7433,02/21/2025 04:13,02/21/2025 18:53,urgent,integration,chat,Core Support,56.4,880.8,3.0,False,True,False,False,False,False
TCK-13368,ACCT-0334,smb,North America,13,2708,10-Jul-2025 10:26,07/11/2025 15:41,medium,product_bug,email,integrations,86.4,1755.5,4.0,False,True,False,False,False,False
TCK-10380,ACCT-1237,midmarket,North America,41,41797,03/04/2025 13:38,04-Mar-2025 14:04,low,product_bug,email,integrations,7.1,26.8,4.0,False,True,True,False,False,False
TCK-20046,ACCT-0032,smb,APAC,25,2580,01/04/2025 17:12,05-Jan-2025 02:28,low,onboarding,chat,core_support,113.7,556.5,3.0,False,True,True,True,False,False
TCK-18390,ACCT-0267,midmarket,EMEA,43,27781,2025/08/15 09:08:00,2025/08/16 00:42:54,medium,billing,chat,billing,23.2,934.9,1.0,True,True,False,False,False,False
TCK-13650,ACCT-0530,midmarket,North America,31,25113,04/20/2025 14:17,20-Apr-2025 16:52,high,product_bug,email,billing,69.4,155.7,3.0,False,True,True,True,True,True
TCK-14826,ACCT-1325,enterprise,North America,37,200707,05/23/2025 22:33,05/24/2025 03:00,medium,product_bug,,core_support,73.3,267.9,4.0,False,True,True,False,False,False
TCK-11883,ACCT-0338,midmarket,EMEA,18,11402,07/29/2025 02:00,07/29/2025 16:49,medium,product_bug,phone,core support,31.1,889.0,3.0,False,True,False,False,False,False
TCK-21268,ACCT-0567,smb,North America,31,6398,2025/01/03 13:26:00,2025/01/03 15:50:32,Medium,onboarding,chat,core_support,32.5,144.5,4.0,False,True,True,True,True,True
TCK-13278,ACCT-0547,smb,North America,32,3826,08/07/2025 10:11,08/07/2025 19:39,medium,product_bug,chat,core_support,30.2,568.3,3.0,False,True,True,False,False,False
TCK-20096,ACCT-1094,smb,EMEA,25,2944,2025/05/03 13:20:00,05/03/2025 20:34,high,integration,chat,integrations,181.7,434.7,3.0,True,False,True,True,True,True
TCK-14585,ACCT-0717,midmarket,APAC,15,15654,01-May-2025 00:22,01-May-2025 10:29,high,,email,core_support,64.1,607.6,3.0,False,True,False,False,False,False
TCK-21366,ACCT-0474,midmarket,North America,36,26592,03/09/2025 08:18,03/09/2025 15:49,medium,usability,webform,core_support,13.3,451.2,3.0,False,True,True,False,False,False
TCK-16136,ACCT-0878,,APAC,25,47316,2025/07/14 16:24:00,07/15/2025 13:31,medium,usability,chat,integrations,237.3,1267.9,3.0,False,False,False,False,False,False
TCK-13242,ACCT-1109,midmarket,North America,41,27598,05/12/2025 13:46,12-May-2025 14:22,high,product_bug,chat,billing,0.5,36.4,4.0,False,True,True,True,False,False
TCK-19102,ACCT-1295,midmarket,North America,22,29453,2025/02/17 10:00:00,02/17/2025 14:01,medium,product_bug,email,core_support,116.9,241.6,4.0,True,True,True,False,False,False
TCK-11175,ACCT-1077,smb,EMEA,29,4766,02-Feb-2025 15:18,02/02/2025 19:07,high,onboarding,webform,core_support,24.1,229.5,4.0,False,True,True,False,False,False
TCK-13813,ACCT-0692,smb,APAC,9,4680,10/04/2025 09:49,10/04/2025 12:45,Medium,integration,email,premium_support,68.5,176.6,3.0,False,True,True,False,False,False
TCK-11375,ACCT-0859,smb,North America,13,4927,06/09/2025 12:24,06/09/2025 15:23,medium,billing,email,core_support,26.5,179.9,3.0,False,True,True,False,False,False
TCK-12083,ACCT-1221,enterprise,north america,7,101924,07/17/2025 00:35,07/17/2025 16:38,high,feature_request,chat,core_support,7.8,963.1,3.0,False,True,False,True,False,False
TCK-20183,ACCT-0911,smb,North America,37,3847,24-Apr-2025 17:25,04/25/2025 03:18,medium,onboarding,email,integrations,225.7,593.7,4.0,False,False,True,False,False,False
TCK-10578,ACCT-0407,smb,EMEA,6,7382,10/08/2025 15:26,2025/10/08 19:16:15,medium,billing,webform,billing,106.6,230.3,4.0,False,True,True,False,False,False
TCK-13703,ACCT-0648,midmarket,EMEA,5,32294,02/16/2025 15:48,02/16/2025 21:26,medium,usability,E-mail,core_support,23.1,338.4,3.0,False,True,True,False,False,False
TCK-16992,ACCT-0471,smb,North America,16,4888,10/08/2025 10:46,09-Oct-2025 05:25,medium,onboarding,chat,core_support,1.1,1119.7,3.0,False,True,False,False,False,False
TCK-20459,ACCT-0553,smb,EMEA,24,6692,2025/04/25 17:37:00,26-Apr-2025 00:04,medium,usability,email,core_support,140.2,387.5,4.0,False,True,True,False,False,False
TCK-18690,ACCT-1423,smb,north america,43,3017,04/23/2025 15:32,04/23/2025 19:03,medium,product_bug,webform,core_support,95.3,211.5,2.0,False,True,True,False,False,False
TCK-11801,ACCT-1393,ENTERPRISE,North America,5,3997,06/12/2025 18:53,2025/06/13 05:03:44,medium,product_bug,chat,core_support,83.9,610.7,3.0,False,True,True,False,False,False
TCK-18088,ACCT-1364,midmarket,EMEA,12,29519,10/06/2025 17:01,06-Oct-2025 18:18,low,feature_request,chat,core_support,52.7,77.5,4.0,False,True,True,False,False,False
TCK-17725,ACCT-0016,MidMarket,APAC,37,4749,04/11/2025 13:53,11-Apr-2025 17:31,medium,integration,chat,billing,62.2,218.2,4.0,False,True,True,True,True,True
TCK-12009,ACCT-0711,midmarket,North America,47,24509,20-Aug-2025 16:48,08/20/2025 20:08,low,billing,webform,billing,24.0,200.8,2.0,False,True,True,False,False,False
TCK-14322,ACCT-0329,smb,North America,35,6882,2025/07/20 14:55:00,2025/07/20 16:42:03,low,,chat,billing,1.8,107.1,3.0,False,True,True,False,False,False
TCK-10146,ACCT-0034,enterprise,EMEA,47,72333,07/17/2025 18:50,17-Jul-2025 21:10,low,integration,email,integrations,79.0,140.0,4.0,False,True,True,False,False,False
TCK-13336,ACCT-0304,midmarket,APAC,19,16014,06-Apr-2025 16:19,06-Apr-2025 22:12,medium,feature_request,chat,core_support,82.6,353.4,5.0,False,True,True,False,False,False
TCK-19631,ACCT-0997,enterprise,North America,14,54795,08/13/2025 01:32,08/13/2025 06:41,medium,onboarding,webform,integrations,71.7,309.1,5.0,False,True,True,False,False,False
TCK-20064,ACCT-0300,smb,North America,34,7337,06/18/2025 17:37,2025/06/18 21:56:37,low,onboarding,email,billing,37.5,259.6,4.0,False,True,True,False,False,False
TCK-20943,ACCT-0052,midmarket,North America,40,31587,01-May-2025 07:44,05/02/2025 06:43,high,integration,email,core_support,1.8,1379.2,3.0,True,True,False,False,False,False
TCK-13510,ACCT-0058,smb,EMEA,32,5866,09/07/2025 17:41,09/08/2025 03:01,medium,usability,,billing,28.7,560.5,4.0,False,True,True,True,True,True
TCK-19370,ACCT-0502,smb,North America,15,2046,03/29/2025 05:42,03/29/2025 09:18,low,integration,webform,Integrations,104.3,216.3,4.0,False,True,True,False,False,False
TCK-19596,ACCT-0125,smb,North America,20,4301,2025/05/27 17:38:00,2025/05/27 21:56:13,medium,feature_request,chat,core_support,71.8,258.2,4.0,False,True,True,False,False,False
TCK-21810,ACCT-1351,midmarket,North America,33,40062,03/09/2025 10:02,2025/03/09 19:25:52,high,billing,chat,billing,131.2,563.9,2.0,True,False,False,False,False,False
TCK-19263,ACCT-0829,midmarket,EMEA,32,34955,2025/08/26 15:07:00,08/27/2025 07:21,medium,feature_request,chat,integrations,150.3,974.8,2.0,False,True,False,False,False,False
TCK-21639,ACCT-1274,smb,EMEA,19,8082,26-May-2025 16:29,2025/05/26 23:59:05,high,onboarding,email,integrations,254.0,450.1,3.0,False,False,True,True,True,True
TCK-19701,ACCT-0097,smb,North America,34,5982,02/08/2025 12:57,02/08/2025 20:54,low,integration,phone,integrations,48.8,477.5,4.0,False,True,True,False,False,False
TCK-12633,ACCT-1321,smb,APAC,19,6542,2025/05/23 23:23:00,2025/05/24 07:57:41,medium,Usability,chat,integrations,24.4,514.7,3.0,False,True,True,False,False,False
TCK-16732,ACCT-1398,smb,North America,34,2949,19-Jun-2025 13:40,06/19/2025 17:05,medium,product_bug,email,integrations,100.9,205.6,4.0,False,True,True,False,False,False
TCK-10722,ACCT-0471,smb,North America,16,4888,2025/03/18 10:21:00,03/18/2025 15:03,high,product_bug,CHAT,integrations,4.6,282.4,3.0,False,True,True,False,False,False
TCK-11125,ACCT-1376,midmarket,north america,8,15050,01/27/2025 12:49,01/27/2025 17:26,high,billing,email,billing,209.1,277.6,3.0,False,False,True,True,False,False
TCK-20004,ACCT-1077,smb,EMEA,29,4766,19-Jun-2025 15:59,19-Jun-2025 23:26,medium,onboarding,chat,billing,86.0,447.3,2.0,False,True,True,False,False,False
TCK-10434,ACCT-1370,smb,EMEA,36,4436,2025/10/11 15:27:00,10/11/2025 21:06,medium,feature_request,chat,integrations,8.3,339.7,3.0,False,True,True,False,False,False
TCK-17531,ACCT-0009,midmarket,North America,43,38078,08/06/2025 16:50,2025/08/07 03:22:34,low,integration,email,core_support,35.9,632.6,3.0,False,True,True,False,False,False
TCK-20245,ACCT-0848,enterprise,North America,17,180819,02/11/2025 04:31,02/11/2025 16:47,medium,product_bug,phone,core_support,89.3,736.1,3.0,False,True,False,True,True,True
TCK-20229,ACCT-1003,Small Biz,North America,33,11243,05/22/2025 07:07,05/22/2025 08:17,medium,usability,chat,core_support,38.7,70.8,3.0,False,True,True,False,False,False
TCK-14687,ACCT-0301,smb,North America,34,6686,23-May-2025 09:24,05/23/2025 11:15,medium,integration,email,core_support,22.8,111.9,4.0,False,True,True,True,False,False
TCK-10335,ACCT-0523,enterprise,EMEA,34,183110,09/05/2025 12:16,2025/09/05 16:21:44,low,usability,chat,integrations,19.5,245.7,2.0,False,True,True,False,False,False
TCK-21100,ACCT-0454,enterprise,North America,47,199059,10/11/2025 10:11,10/11/2025 16:33,medium,feature_request,email,core_support,56.5,382.2,4.0,False,True,True,False,False,False
TCK-13288,ACCT-0010,midmarket,EMEA,21,24865,08/08/2025 08:40,08/08/2025 21:50,medium,product_bug,email,core_support,63.2,790.6,3.0,False,True,False,True,True,True
TCK-10351,ACCT-0883,smb,North America,32,6035,05/04/2025 10:11,2025/05/04 18:56:35,high,,chat,billing,79.2,525.6,3.0,True,True,False,False,False,False
TCK-11458,ACCT-0636,smb,North America,13,8600,07/25/2025 15:24,07/25/2025 17:36,medium,onboarding,webform,core_support,65.5,132.8,4.0,False,True,True,False,False,False
TCK-14948,ACCT-0839,smb,EMEA,26,3237,02/13/2025 00:00,02/13/2025 01:56,high,onboarding,webform,core_support,64.8,117.0,5.0,False,True,True,False,False,False
TCK-13952,ACCT-0269,smb,North America,4,4090,02-May-2025 16:25,02-May-2025 22:44,urgent,product_bug,email,core_support,125.7,379.2,4.0,False,False,False,True,True,True
TCK-13001,ACCT-1128,smb,North America,38,5751,02/19/2025 12:17,02/19/2025 14:29,urgent,product_bug,chat,core_support,17.8,132.2,4.0,False,True,True,True,False,False
TCK-19182,ACCT-0209,SMB,EMEA,12,5910,06/19/2025 21:23,06/20/2025 04:06,high,billing,webform,billing,342.1,403.7,3.0,False,False,True,False,False,False
TCK-11640,ACCT-0318,smb,APAC,30,4945,02-Jul-2025 17:01,02-Jul-2025 20:02,low,onboarding,chat,core_support,85.9,181.7,4.0,False,True,True,False,False,False
TCK-16821,ACCT-1252,smb,North America,24,6197,08/24/2025 15:35,08/25/2025 01:29,medium,product_bug,email,core_support,318.0,594.2,4.0,False,False,True,False,False,False
TCK-11455,ACCT-1435,smb,APAC,27,4276,2025/02/08 08:31:00,02/09/2025 03:15,medium,usability,,integrations,236.5,1124.9,3.0,False,False,False,True,True,True
TCK-16595,ACCT-0658,smb,North America,15,6748,02-Aug-2025 09:53,08/03/2025 08:50,medium,product_bug,Email,core_support,25.8,,3.0,False,True,False,False,False,False
TCK-18520,ACCT-1046,midmarket,APAC,45,42653,10/01/2025 21:54,10/02/2025 00:12,high,billing,chat,integrations,0.3,138.9,4.0,False,True,True,False,False,False
TCK-11266,ACCT-1095,smb,APAC,8,4349,04/20/2025 20:06,04/21/2025 05:26,medium,feature_request,email ,core_support,33.8,560.7,4.0,True,True,True,False,False,False
TCK-17563,ACCT-0766,smb,North America,16,1947,04/09/2025 10:14,10-Apr-2025 21:10,medium,onboarding,email,integrations,2.3,2096.7,3.0,False,True,False,True,False,False
TCK-19830,ACCT-1040,smb,N.A.,15,6059,19-Apr-2025 17:33,04/19/2025 22:25,medium,billing,email,integrations,175.0,292.6,4.0,True,True,True,False,False,False
TCK-17506,ACCT-1277,smb,North America,8,5491,04/08/2025 10:22,04/08/2025 12:14,medium,Product_bug,email,premium_support,32.8,112.9,4.0,False,True,True,True,True,True
TCK-16854,ACCT-1390,smb,EMEA,12,2486,07/08/2025 11:06,08-Jul-2025 11:59,high,product_bug,phone,billing,52.3,54.0,,False,True,True,False,False,False
TCK-19931,ACCT-0072,smb,EMEA,44,6715,03/16/2025 12:36,03/16/2025 20:12,low,product_bug,email,premium_support,22.1,456.8,4.0,True,True,True,False,False,False
TCK-19864,ACCT-0829,midmarket,EMEA,32,34955,07/26/2025 15:50,07/26/2025 21:08,high,product_bug,email,premium_support,196.0,318.6,4.0,False,False,True,False,False,False
TCK-18998,ACCT-0345,smb,APAC,38,5310,03/26/2025 21:49,03/27/2025 03:41,medium,billing,email,core_support,310.3,352.9,4.0,False,False,True,False,False,False
TCK-13825,ACCT-0916,smb,EMEA,33,4967,08/18/2025 12:57,08/18/2025 17:31,medium,integration,phone,core_support,80.8,274.8,4.0,False,True,True,False,False,False
TCK-14752,ACCT-0684,midmarket,APAC,34,30194,08/02/2025 15:50,03-Aug-2025 11:39,high,product_bug,email,core_support,115.0,1189.0,3.0,False,True,False,False,False,False
TCK-18795,ACCT-0418,smb,APAC,27,5289,2025/06/24 08:34:00,24-Jun-2025 10:47,high,usability,email,core_support,45.7,133.1,3.0,False,True,True,False,False,False
TCK-16911,ACCT-0674,smb,North America,22,4130,07/28/2025 15:34,2025/07/28 17:22:05,urgent,onboarding,email,integrations,0.1,108.1,4.0,False,True,True,False,False,False
TCK-19052,ACCT-0180,smb,APAC,8,5077,07/29/2025 08:45,07/29/2025 14:07,medium,product_bug,email,billing,284.1,322.8,4.0,False,False,True,True,False,False
TCK-15092,ACCT-0439,midmarket,EMEA,25,9804,09/07/2025 17:56,09/08/2025 00:35,medium,onboarding,chat,core_support,24.3,399.3,3.0,False,True,True,False,False,False
TCK-13043,ACCT-1376,midmarket,EMEA,8,15050,2025/04/03 19:57:00,04/03/2025 21:02,low,onboarding,chat,core_support,6.0,66.0,4.0,True,True,True,True,False,False
TCK-14741,ACCT-0661,smb,EMEA,9,4734,01/13/2025 09:18,13-Jan-2025 16:29,medium,integration,email,core_support,74.6,431.4,4.0,False,True,True,True,False,False
TCK-12511,ACCT-1068,smb,North America,11,6052,10/01/2025 22:29,10/02/2025 00:35,medium,usability,chat,premium_support,15.3,126.6,5.0,False,True,True,False,False,False
TCK-13556,ACCT-0520,smb,EMEA,17,5952,06/06/2025 08:23,06/06/2025 16:16,medium,product_bug,email,core_support,22.7,473.0,3.0,False,True,True,False,False,False
TCK-21869,ACCT-0778,midmarket,EMEA,25,38094,2025/02/01 18:31:00,02/01/2025 21:41,high,integration,phone,core_support,58.8,190.1,,False,True,True,True,True,True
TCK-19885,ACCT-0378,smb,EMEA,13,3964,2025/08/16 18:07:00,16-Aug-2025 23:35,medium,billling,webform,premium_support,11.9,328.3,4.0,False,True,True,False,False,False
